cpu_usage,memory_usage,latency_ms,packet_loss_pct,bandwidth_mbps,error_rate,timestamp,is_anomaly,anomaly_type
45.0,60.0,18.0,0.4,500.0,0.018,2024-01-01T00:00:00,0,normal
45.580409807115046,59.90760990879445,18.393797981722976,0.4552998762892454,505.4947347273233,0.017413469754689836,2024-01-01T00:05:00,0,normal
45.686748807910085,59.83568728523961,18.79546740373507,0.40974622368736535,506.799254312972,0.01687962280152417,2024-01-01T00:10:00,0,normal
46.36943838074505,59.844821074777926,18.362460903208884,0.40180338112503833,513.3690292411067,0.018359210058903723,2024-01-01T00:15:00,0,normal
47.67627043746642,59.66449186785975,18.299721727249977,0.3954886445613557,505.34980010209534,0.01917432678189128,2024-01-01T00:20:00,0,normal
47.66846885899501,59.6008436903095,17.910340058975876,0.39478914269797477,506.5489857186986,0.019049410031000923,2024-01-01T00:25:00,0,normal
47.66690849387165,59.763671297558595,18.023335601798617,0.39828032560880045,507.4243961839822,0.01918129151552904,2024-01-01T00:30:00,0,normal
48.99377423121358,59.69943596671571,18.99498586742908,0.4384414948147772,502.47726594569144,0.019256773596149867,2024-01-01T00:35:00,0,normal
49.6945474001346,60.03540826279799,18.52337112510304,0.40118557923114107,504.3821669701867,0.018328384153438647,2024-01-01T00:40:00,0,normal
49.47783228198318,60.112802392825984,19.15573407877567,0.365340466917086,497.96299966503045,0.018106863548765072,2024-01-01T00:45:00,0,normal
50.01121437019719,60.04303389624502,18.646816073315367,0.42265378658816477,494.9406578204892,0.019059221366018227,2024-01-01T00:50:00,0,normal
49.80029524982545,59.98853469237376,18.062750539821238,0.3997586593557829,486.75209796628076,0.018651460364536177,2024-01-01T00:55:00,0,normal
49.599260110457756,60.303901073683626,18.625180494675543,0.3465672478008159,493.8327570835607,0.018905318991240812,2024-01-01T01:00:00,0,normal
49.925494362798425,60.5119155709674,19.25979580243073,0.33413751625027055,492.8518365972685,0.01751028544859495,2024-01-01T01:05:00,0,normal
48.675062593535294,60.32847852192123,19.59955182331088,0.33010760345787893,502.7653820769819,0.016648883364804426,2024-01-01T01:10:00,0,normal
47.60435110118104,60.11980556975208,18.49489782313036,0.4061216585308374,506.48901097959094,0.016102803455579292,2024-01-01T01:15:00,0,normal
47.41837460090588,60.1108281246227,18.149688090089477,0.4441780047718661,508.1523642645956,0.015719154179299817,2024-01-01T01:20:00,0,normal
46.9139356833094,59.92939186669976,18.64130572181422,0.48591082362047566,505.5679653448116,0.018062157944074765,2024-01-01T01:25:00,0,normal
47.396888178934965,59.5600445421939,18.685258180049583,0.5075800336063293,500.67082161965305,0.019249139494629655,2024-01-01T01:30:00,0,normal
46.978183789423575,59.937360739724944,17.89323270150388,0.531320211325248,503.00188379641105,0.01774796124250877,2024-01-01T01:35:00,0,normal
46.208364085077186,59.85834838368109,18.13493350940395,0.48262459946975356,502.92679578199284,0.01823692049301143,2024-01-01T01:40:00,0,normal
47.564522186734386,60.14924953647212,17.83131360877538,0.4618612953757922,496.4825422931447,0.017597699313837842,2024-01-01T01:45:00,0,normal
47.650210372920114,60.15220371223501,19.062561966353083,0.41086448113877155,490.1583007152564,0.016455763941880364,2024-01-01T01:50:00,0,normal
47.950879518055025,60.0442058831117,20.034259764379925,0.4003642929325235,486.3220742442173,0.0144780285763225,2024-01-01T01:55:00,0,normal
47.157672211215555,59.88986723405824,20.16603941036839,0.42913962225299257,494.8548396836254,0.016429667775670696,2024-01-01T02:00:00,0,normal
47.033648277547584,59.53716788542124,20.850318266961896,0.4304403704738573,504.37527187453753,0.014698697845160022,2024-01-01T02:05:00,0,normal
47.394431788968596,60.08079807616,20.675347083107305,0.48114354615107235,504.840150696992,0.01529259077821694,2024-01-01T02:10:00,0,normal
46.82705837496625,59.73725170859939,20.868930449420567,0.4208697679286352,505.5079024845475,0.014016378307103594,2024-01-01T02:15:00,0,normal
47.392981832086384,59.60914315905163,21.638057934938647,0.438820654966759,503.5555379274222,0.015702205578238888,2024-01-01T02:20:00,0,normal
47.23254277405685,59.49941603612136,21.444230828173353,0.38039081232490085,499.5208378397985,0.015232659133051656,2024-01-01T02:25:00,0,normal
47.304740638501976,59.79115853217264,20.9684117385303,0.38730103315968456,505.2350065804533,0.015395926960304705,2024-01-01T02:30:00,0,normal
47.15101377421567,59.77671514749463,19.566239000729773,0.4204054645926098,512.9253957909762,0.015722780130378557,2024-01-01T02:35:00,0,normal
48.79379557293458,59.76702416684461,19.578205486177616,0.4083049458110858,507.79160862396844,0.01637892603907113,2024-01-01T02:40:00,0,normal
49.02855631774462,60.07567803152263,20.03246454120361,0.4302851202380058,506.93876680576267,0.016706869515959726,2024-01-01T02:45:00,0,normal
48.4965431194866,60.15584259859081,20.432007261365413,0.38529672190143804,504.95721314332354,0.016593613376633964,2024-01-01T02:50:00,0,normal
49.35344650421138,60.40199789174798,20.663364911647506,0.3173899673667495,502.4955379484055,0.01567534214477274,2024-01-01T02:55:00,0,normal
48.69585500231776,60.457319466879824,20.01643859033049,0.35325615719219217,507.6182579241373,0.01384020098411877,2024-01-01T03:00:00,0,normal
49.102010495257225,61.02586284622474,18.61536883320988,0.4337648854839776,501.52629427011806,0.013120027393552622,2024-01-01T03:05:00,0,normal
47.915576796177795,61.306160530265316,18.136895146814716,0.38672421421373737,503.9355918408804,0.014514456585229443,2024-01-01T03:10:00,0,normal
47.22625172797728,61.048763849372854,17.87648226496695,0.4402220408831045,507.12311921610655,0.014756476865947693,2024-01-01T03:15:00,0,normal
